Grade,diff_gray,Xred,Xgreen,Xblue,Sdred,Sdgreen,Sdblue,minred,mingreen,minblue,maxred,maxgreen,maxblue,skewness_red,skewness_green,skewness_blue,kurtosis_red,kurtosis_green,kurtosis_blue,mean_yellow,std_yellow,min_yellow,max_yellow,Xhue,Xsat,Xval,Sdhue,Sdsat,Sdval,minhue,minsat,minval,maxhue,maxsat,maxval,skewness_hue,skewness_sat,skewness_value,kurtosis_hue,kurtosis_saturation,kurtosis_value,XL,Xa,Xb,SdL,Sda,Sdb,minL,mina,minb,maxL,maxa,maxb,skewness_L,skewness_a,skewness_b,kurtosis_L,kurtosis_a,kurtosis_b,autocorr,cluster_prom,cluster_shade,corr,contrast,dissimilarity,energy,entropy,entropy_diff,variance_diff,homogeneity,meas_corr_1,meas_corr_2,inv_diff,max_p,sum_average,sum_entropy,sum_squares,sum_variance
0,0.411699,0.463364,0.319444,0.538896,0.500364,0.567814,0.484483,0.5,0.380952,0.315315,1,1,0.759036,0.49498,0.634179,0.777585,0.18026,0.163713,0.190469,0.357982,0.315115,0,1,0.620879,0.52017,0.45998,0.603873,0.452123,0.526689,0.000829,0.788907,0.487179,0.999999,0.812234,1,0.139601,0.188216,0.49612,0.034758,0.093834,0.171139,0.393369,0.813543,0.129075,0.473976,0.517134,0.499442,0.507935,0.880997,0.56707,0.721424,0.280836,0.807432,0.608134,0.431799,0.395131,0.155068,0.060214,0.120385,0.311751,0.373723,0.138884,0.1536,0.116526,0.303908,0.188023,0.638392,0.403276,0.104965,0.626228,0.567555,0.807095,0.615446,0.229261,0.34204,0.705285,0.367511,593317.9811
0,0.569005,0.452944,0.458023,0.408173,0.12688,0.146426,0.150018,0.62069,0.47619,0.288288,0.365079,0.275362,0.228916,0.448479,0.331568,0.034903,0.549482,0.415452,0.509961,0.429067,0.077692,0.0625,0.987952,0.677933,0.259009,0.440022,0,0.295088,0.152059,1,0.647643,0.487179,0,0.687068,0.327586,0.149819,0.94259,0.436095,0.170733,0.380986,0.545722,0.462261,0.591101,0.370423,0.157328,0.311867,0.157086,0.428623,0.829189,0.869047,0.245236,0.044288,0.648424,0.273562,0.039321,0.93544,0.485017,0.430449,0.280796,0.429277,0.210593,0.029115,0.50637,0.052124,0.155796,0.617679,0.229927,0.218482,0.04767,0.794822,0.191613,0.580114,0.785922,0.51502,0.469448,0.294709,0.093061,364476.7178
0,0.598352,0.309981,0.418158,0.561305,0.315363,0.275422,0.165101,0.689655,0.595238,0.603604,1,0.971014,0.903614,0.446893,0.248606,0.423397,0.077363,0.043322,0.067313,0.294555,0.21867,0,1,0.294354,0.195942,0.296002,0.642096,0.237082,0.36809,0.024438,0.362972,0.487179,0.999999,0.433855,1,0.327277,0.485474,0.435167,0.158107,0.153617,0.083547,0.401875,0.685554,0.058894,0.322937,0.276516,0.22735,0.507968,0.965599,0.728804,0.722017,0.225944,0.336163,0.263251,0.397923,0.633725,0.050831,0.073802,0.195704,0.335972,0.178859,0.058807,0.230348,0.082335,0.250017,0.212919,0.527264,0.315842,0.071984,0.65186,0.473272,0.759955,0.635128,0.184067,0.370294,0.605097,0.260367,415212.7815
0,0.598056,0.618802,0.469804,0.280277,0.215406,0.339854,0.31934,0.275862,0.52381,0.045045,0.761905,0.608696,0.313253,0.495128,0.53796,0.437111,0.338073,0.21238,0.167954,0.519319,0.134028,0,1,0.586712,0.501053,0.605961,0.585946,0.577197,0.241822,0.003805,0.859552,0.512821,0.954248,0.874716,0.689655,0.268101,0.453794,0.527417,0.096847,0.060384,0.257805,0.497601,0.792646,0.12891,0.311336,0.487933,0.505216,0.571436,0.87059,0.662705,0.606904,0.16919,0.756044,0.566772,0.25895,0.543377,0.222135,0.306478,0.042763,0.450525,0.283466,0.05821,0.295307,0.028605,0.168975,0.355208,0.420104,0.222277,0.018654,0.743051,0.358084,0.753341,0.72833,0.375544,0.487011,0.520749,0.20097,433127.1827
0,0.209279,0.68086,0.462151,0.666598,0.168581,0.338235,0.942243,0.655172,0.595238,0.072072,0.952381,0.927536,0.433735,0.524536,0.646393,0.925009,0.328558,0.164271,0.398584,0.550827,0.123158,0,1,0.276752,0.822351,0.666519,0.71035,0.682346,0.201219,0.000829,0.859552,0.641026,0.999999,0.874716,0.724138,0.924201,0.072792,0.518067,0.882071,0.16821,0.311931,0.468544,0.297876,0.970014,0.321986,0.543549,0.424745,0.595595,0.744053,1,0.683057,0.365421,0.972125,0.673095,0.483491,0.252816,0.184259,0.135034,0.155892,0.407068,0.328832,0.054027,0.297164,0.151046,0.453259,0.254724,0.571636,0.579197,0.122932,0.43947,0.613043,0.494982,0.430683,0.307119,0.443947,0.516726,0.198749,478005.227
0,0.405576,0.772951,0.701625,0.370853,0.240675,0.220292,0.154458,0.5,0.809524,0.405405,1,0.811594,0.807229,0.402551,0.496645,0.444945,0.3732,0.188742,0.442358,0.722306,0.113958,0,0.987952,0.352256,0.38561,0.767438,0.66327,0.345577,0.231985,0.003805,0.647643,0.871795,0.999999,0.686004,0.844828,0.37338,0.52341,0.393996,0.179544,0.330407,0.366445,0.711333,0.49382,0.135753,0.194052,0.367004,0.465649,0.86879,0.790987,0.532262,0.875015,0.120034,0.729888,0.456524,0.285905,0.698264,0.218296,0.108654,0.262908,0.665711,0.247057,0.023429,0.44098,0.044612,0.152675,0.458917,0.305993,0.208127,0.039205,0.789305,0.256359,0.669108,0.778168,0.417199,0.696777,0.389457,0.11779,309180.2392
0,0.539641,0.428782,0.367898,0.420346,0.374084,0.457891,0.21592,0.413793,0.428571,0.504505,0.730159,0.594203,0.855422,0.478372,0.549921,0.647436,0.278016,0.142789,0.090791,0.366097,0.236484,0,1,0.400326,0.313686,0.426316,0.697554,0.342716,0.37495,0.000829,0.434413,0.487179,0.999999,0.499882,1,0.258974,0.276417,0.482348,0.095552,0.05352,0.25643,0.397056,0.835256,0.061259,0.436471,0.459922,0.294421,0.459216,0.849497,0.649728,0.57966,0.228127,0.455203,0.544258,0.391941,0.434569,0.149999,0.186765,0.060528,0.358799,0.310049,0.091675,0.203745,0.062539,0.222931,0.244039,0.543481,0.297028,0.052143,0.688582,0.471286,0.803708,0.674971,0.297743,0.392409,0.638134,0.291494,447808.7033
0,0.208043,0.455104,0.376766,0.270365,0.409161,0.374294,0.383151,0.310345,0.642857,0.315315,0.936508,1,0.759036,0.666222,0.690305,0.707277,0.13319,0.205257,0.257553,0.34149,0.24245,0,1,0.604886,0.560333,0.443841,0.53555,0.609256,0.459749,0.000829,0.647643,0.487179,0.999999,0.686974,1,0.331718,0.312954,0.68882,0.130345,0.064149,0.121732,0.346723,0.709551,0.156627,0.422295,0.486869,0.563716,0.532508,0.603836,0.362049,0.788505,0.256292,0.622464,0.706055,0.664042,0.439783,0.200093,0.21898,0.092164,0.277819,0.387455,0.109004,0.200716,0.165139,0.370255,0.220796,0.61125,0.478718,0.152464,0.556525,0.579888,0.713912,0.547708,0.244682,0.309549,0.630063,0.294334,754477.8375
1,0.409953,0.519419,0.487432,0.356727,0.318529,0.244166,0.146483,0.465517,0.642857,0.603604,0.873016,1,0.903614,0.284118,0.226279,0.577291,0.333092,0.212504,0.24699,0.457722,0.180952,0,1,0.346673,0.398786,0.512925,0.687814,0.38189,0.327869,0.003805,0.362972,0.538462,0.999999,0.434828,0.758621,0.38508,0.199981,0.288653,0.187799,0.123525,0.326288,0.493857,0.606107,0.089406,0.249279,0.216363,0.385548,0.619899,0.781712,0.478046,0.743135,0.182264,0.345807,0.23197,0.368324,0.336922,0.231145,0.167474,0.113068,0.424532,0.183295,0.062991,0.282581,0.020732,0.125454,0.377069,0.390314,0.155178,0.014098,0.803022,0.305442,0.797281,0.788076,0.358233,0.460925,0.524592,0.211304,457181.4602
0,0.448723,0.517002,0.453874,0.408558,0.161143,0.189236,0.24316,0.5,0.642857,0.405405,1,1,0.807229,0.309537,0.526032,0.420781,0.764763,0.463834,0.361867,0.4536,0.094198,0,1,0.312187,0.393644,0.509353,0.7583,0.471002,0.146364,0.003805,0.57674,0.666667,0.999999,0.623764,0.793103,0.33401,0.510723,0.321473,0.151169,0.142901,0.774641,0.454707,0.648406,0.116406,0.202687,0.403766,0.424476,0.532514,0.922369,0.686853,0.788746,0.338409,0.538064,0.509597,0.291878,0.636631,0.498008,0.123815,0.102723,0.417069,0.257732,0.046258,0.42172,0.101872,0.273703,0.454965,0.348905,0.351478,0.091832,0.649568,0.348926,0.545005,0.634354,0.604461,0.456269,0.380608,0.126202,857790.7501
0,0.539148,0.493428,0.347573,0.075642,0.307502,0.453201,0.294141,0,0.309524,0.045045,0.428571,0.318841,0.313253,0.661572,0.691699,0.525924,0.240465,0.167613,0.091539,0.398504,0.195558,0,1,0.447697,0.49882,0.481808,0.58104,0.621148,0.340384,0.003805,0.859552,0.410256,0.999999,0.874716,0.37931,0.307313,0.480429,0.656724,0.124693,0.033325,0.227292,0.375597,0.785445,0.540514,0.442253,0.392871,0.4053,0.363058,0.487292,0.795655,0.329826,0.209501,0.782927,0.703105,0.281632,0.605797,0.180099,0.369991,0.027237,0.347935,0.36521,0.083906,0.225207,0.036369,0.181039,0.339977,0.458886,0.238936,0.026397,0.730725,0.392096,0.775861,0.716166,0.442258,0.38224,0.560802,0.265963,382592.5954
1,0.610326,0.619956,0.597219,0.347979,0.312876,0.378589,0.07041,0.224138,0.52381,0.756757,0.650794,0.608696,0.759036,0.5427,0.659616,0.911536,0.352216,0.286771,0.512592,0.592056,0.180066,0,1,0.503357,0.220495,0.611242,0.605888,0.14636,0.330823,0.003805,0.215128,0.589744,0.968253,0.21844,0.603448,0.201869,0.010767,0.554625,0.061073,0.334628,0.310576,0.624052,0.767042,0.059436,0.330855,0.271868,0.247228,0.684632,0.306356,0.567565,0.646156,0.218932,0.186772,0.6413,0.210424,0.207665,0.296933,0.696641,0.324474,0.587023,0.318119,0.069564,0.288494,0.012503,0.077078,0.439577,0.336691,0.104158,0.009231,0.875579,0.239597,0.804974,0.867073,0.40866,0.619483,0.477434,0.206365,385982.6283
0,0.464676,0.696292,0.622669,0.69247,0.221734,0.346265,0.518336,0.689655,0.642857,0.315315,1,1,0.759036,0.457783,0.357232,0.668947,0.220847,0.1443,0.085318,0.63498,0.154794,0,1,0.48791,0.506525,0.681172,0.725201,0.510039,0.263803,0.000829,0.647643,0.666667,0.999999,0.686974,0.793103,0.48581,0.224851,0.466747,0.264871,0.043773,0.17008,0.635781,0.376578,0.161137,0.299867,0.379309,0.567639,0.732201,0.782447,0.494594,0.779547,0.309456,0.648205,0.397223,0.454024,0.356807,0.154845,0.206807,0.060378,0.568884,0.239295,0.063588,0.259723,0.104688,0.360256,0.219971,0.592122,0.472959,0.083095,0.529295,0.579317,0.663301,0.517905,0.238053,0.60136,0.596864,0.230491,452647.2141
0,0.369616,0.434204,0.354214,0.448522,0.205676,0.321059,0.595367,0.5,0.595238,0.216216,1,0.913043,0.722892,0.554927,0.472433,0.747341,0.271465,0.117577,0.158847,0.344729,0.155337,0,1,0.591724,0.621971,0.422226,0.702129,0.588817,0.234522,0.003805,0.788907,0.487179,0.999999,0.811951,1,0.365945,0.179897,0.560058,0.158592,0.075609,0.227511,0.337024,0.410866,0.183498,0.346084,0.453842,0.642276,0.507935,0.817681,0.626474,0.721462,0.315462,0.674481,0.511003,0.527691,0.309485,0.127453,0.16149,0.084149,0.28271,0.276672,0.062393,0.249912,0.119925,0.344818,0.226133,0.580759,0.469635,0.103203,0.576323,0.562225,0.677688,0.570471,0.277025,0.316433,0.585815,0.239738,443051.452
1,0.560018,0.476973,0.449543,0.200544,0.135646,0.184371,0.040729,0.103448,0.52381,0.486486,0.539683,0.565217,0.722892,0.56812,0.699245,0.887591,0.340852,0.302747,0.737831,0.441784,0.073735,0,1,0.379435,0.242938,0.467076,0.618583,0.110908,0.146542,0.021307,0.435628,0.641026,0.999999,0.499311,0.586207,0.407902,0.078641,0.561541,0.198966,0.47514,0.321774,0.466982,0.75988,0.059341,0.177377,0.261671,0.25094,0.595628,0.380625,0.649893,0.683633,0.08654,0.448851,0.680114,0.177389,0.27953,0.306614,0.627761,0.391075,0.440168,0.278721,0.018808,0.525463,0.013696,0.0981,0.599395,0.19397,0.122419,0.008607,0.840318,0.130385,0.62673,0.827728,0.58378,0.480425,0.29355,0.086927,280475.3363
0,0.296424,0.265202,0.167353,0.126991,0.101147,0.289389,0.200194,0.224138,0.166667,0.441441,0.634921,0.434783,0.506024,0.46661,0.546093,0.657474,0.360679,0.105844,0.115048,0.187965,0.086142,0,1,0.392751,0.440461,0.252428,0.82287,0.484547,0.125694,0.00083,0.434413,0.333333,0.999999,0.499311,0.482759,0.595689,0.272154,0.467474,0.406417,0.046645,0.324151,0.187042,0.690203,0.110366,0.271021,0.339987,0.431244,0.297946,0.674854,0.517169,0.421473,0.313137,0.428065,0.568487,0.319883,0.427044,0.12699,0.179459,0.045197,0.177382,0.271673,0.023468,0.398673,0.085614,0.298591,0.318341,0.426155,0.378391,0.069459,0.593086,0.433516,0.561815,0.575663,0.298255,0.20979,0.446282,0.136966,303161.6666
0,0.512053,0.569622,0.457195,0.430831,0.372016,0.354591,0.548476,0.5,0.595238,0.171171,1,0.971014,0.481928,0.46993,0.253068,0.64858,0.11411,0.138296,0.137766,0.473036,0.229837,0,1,0.876479,0.604612,0.555722,0.310905,0.599432,0.421775,0.028424,0.718297,0.487179,0.999999,0.74976,1,0.751304,0.238554,0.456003,0.540439,0.045246,0.112861,0.455712,0.441843,0.16343,0.374248,0.310793,0.629445,0.507968,0.777968,0.760763,0.705631,0.091081,0.701631,0.281737,0.542986,0.365148,0.152454,0.125157,0.041793,0.391638,0.188415,0.085699,0.211228,0.1043,0.361241,0.179842,0.625274,0.462603,0.082495,0.519615,0.597484,0.705501,0.505277,0.181487,0.4258,0.643785,0.281852,508073.8112
1,0.825104,0.58664,0.718588,0.796078,0.388207,0.413059,0.12268,0.741379,0.714286,0.558559,0.571429,0.608696,0.674699,0.3939,0.203116,0.371758,0.120205,0.099249,0.173593,0.619062,0.262297,0.125,0.53012,0.476079,0.092415,0.574134,0.596035,0.090974,0.443265,0.024438,0.243928,0.589744,0.703703,0.243515,0.603448,0.158773,0.453289,0.380049,0.044316,0.201193,0.119136,0.708133,0.670505,0.036051,0.426938,0.167256,0.14018,0.660667,0.836297,0.605242,0.585941,0.030164,0.163905,0.208657,0.378234,0.445536,0.115456,0.170155,0.224787,0.671071,0.14485,0.089284,0.19584,0.016565,0.096426,0.273313,0.459186,0.132914,0.012133,0.85088,0.347578,0.870711,0.841359,0.242316,0.696188,0.617223,0.302112,463739.8434
1,0.625357,0.103352,0.140107,0.063545,0.246105,0.4809,0.128267,0.051724,0.047619,0.441441,0,0.115942,0.144578,0.644907,0.635688,0.723685,0.119892,0.072135,0.065456,0.125157,0.253744,0,1,0.529965,0.25232,0.132191,0.553956,0.208497,0.381948,0.003805,0.435628,0.076923,0.888888,0.499311,0.068966,0.157257,0.229413,0.635265,0.042054,0.064065,0.112032,0.166845,0.803362,0.052811,0.528609,0.32631,0.22713,0.064884,0.617131,0.613545,0.073911,0.205756,0.368756,0.635618,0.27006,0.372832,0.069941,0.303427,0.135056,0.179332,0.355981,0.088687,0.185907,0.026943,0.17388,0.259067,0.483603,0.217388,0.016158,0.728801,0.405183,0.807652,0.711791,0.234062,0.205687,0.60215,0.315802,332339.8447
0,0.407464,0.361767,0.309662,0.046046,0.213621,0.371683,0.243976,0.034483,0.285714,0.36036,0.555556,0.449275,0.578313,0.387114,0.499274,0.733163,0.326741,0.222038,0.201942,0.305847,0.1523,0,1,0.375159,0.490672,0.351041,0.83456,0.502828,0.236719,0.000829,0.647643,0.333333,0.999999,0.687068,0.482759,0.442337,0.25946,0.385388,0.23125,0.062214,0.304343,0.315461,0.467785,0.138695,0.358648,0.294955,0.504517,0.322357,0.587937,0.499265,0.483249,0.291304,0.648158,0.496972,0.460327,0.421694,0.242827,0.211654,0.06085,0.285149,0.277966,0.070759,0.264863,0.10275,0.36178,0.245766,0.571414,0.444764,0.080599,0.503169,0.564958,0.643162,0.484266,0.277254,0.319409,0.582601,0.225465,464758.1949
1,0.473068,0.301062,0.335871,0.438659,0.308735,0.430833,0.167865,0.517241,0.261905,0.288288,0.222222,0.217391,0.228916,0.482182,0.300837,0.469917,0.096271,0.074733,0.149612,0.290035,0.208836,0,1,0.234397,0.217249,0.290007,0.464093,0.207323,0.358454,0.003805,0.505829,0.333333,0.994709,0.561366,0.189655,0.267399,0.444154,0.468264,0.12485,0.231975,0.096654,0.349872,0.690672,0.060997,0.413327,0.264442,0.23524,0.315393,0.973032,0.486199,0.209938,0.261898,0.345438,0.312954,0.460791,0.568004,0.078626,0.179104,0.181096,0.327389,0.201965,0.0606,0.237552,0.03596,0.186036,0.263814,0.488623,0.251466,0.025347,0.726632,0.417778,0.791858,0.713015,0.198042,0.361793,0.590934,0.252904,381757.6293
1,0.632963,0.630863,0.585944,0.678515,0.237564,0.253809,0.162971,0.793103,0.666667,0.585586,0.730159,0.73913,0.795181,0.516864,0.41161,0.569294,0.097324,0.045212,0.282479,0.58995,0.12476,0.03125,0.927711,0.368745,0.233846,0.615758,0.726065,0.144684,0.282687,0.003805,0.362972,0.641026,0.888888,0.434451,0.706897,0.499029,0.213031,0.505358,0.281268,0.406509,0.093028,0.60391,0.786432,0.058305,0.255501,0.300987,0.253216,0.732237,0.907721,0.487559,0.767074,0.134443,0.345649,0.420161,0.176905,0.389786,0.040142,0.489943,0.299284,0.574263,0.235465,0.016534,0.407099,0.013745,0.099498,0.423928,0.270894,0.129351,0.008526,0.839861,0.197365,0.713133,0.828252,0.37756,0.60954,0.385125,0.133329,267136.0053
0,0.101562,0.842681,0.64617,0.784618,0.336755,0.428961,0.855699,0.689655,0.690476,0.216216,1,0.797101,0.722892,0.520677,0.62402,0.9457,0.384219,0.347867,0.696009,0.732032,0.217685,0.15625,0.987952,0.648042,0.808742,0.82511,0.646089,0.688418,0.358291,0.003805,0.859552,0.769231,0.999999,0.874716,0.810345,0.287216,0.103413,0.52974,0.100342,0.166869,0.275851,0.648341,0.062239,0.263186,0.38694,0.824052,0.899388,0.756497,0.833383,0.734528,0.8476,0.3512,0.918776,0.648522,0.48523,0.252283,0.394621,0.094995,0.199514,0.581328,0.363281,0.134103,0.215692,0.112443,0.268733,0.274716,0.487949,0.348959,0.10487,0.659231,0.444263,0.726914,0.646157,0.237787,0.611867,0.554073,0.276203,1160000
0,0.364827,0.423762,0.22926,0.243167,0.169545,0.284217,0.611608,0.310345,0.380952,0.216216,0.936508,1,0.722892,0.458176,0.796809,0.990314,0.498215,0.269407,0.46694,0.29931,0.098528,0,1,0.541868,0.74817,0.413917,0.497747,0.592713,0.182979,0.000829,0.788907,0.487179,0.999999,0.812151,1,0.355113,0.008946,0.459769,0.151954,0.21231,0.471068,0.242943,0.412375,0.215196,0.261433,0.484871,0.749511,0.357717,0.778857,0.530588,1,0.189489,0.729987,0.770014,0.251017,0.241374,0.296187,0.13523,0.185376,0.206719,0.329476,0.039255,0.389113,0.159624,0.343832,0.448597,0.380911,0.413102,0.149872,0.563437,0.414293,0.451432,0.545447,0.574794,0.240634,0.377729,0.141372,455021.3562
0,0.707226,0.550921,0.54198,0.506824,0.111852,0.135155,0.174475,0.672414,0.380952,0.099099,0.333333,0.246377,0.120482,0.253138,0.198141,0.045332,0.449361,0.267733,0.497009,0.527517,0.059621,0.03125,0.987952,0.389692,0.28735,0.535837,0.721906,0.37329,0.147362,0.000829,0.788907,0.461538,0.75,0.812151,0.275862,0.476011,0.819243,0.244827,0.307521,0.301881,0.440923,0.549778,0.622023,0.367004,0.136697,0.329154,0.233579,0.428731,0.845867,0.929462,0.222904,0.093486,0.810343,0.159885,0.047235,0.86955,0.341104,0.409155,0.230905,0.51868,0.197709,0.013022,0.588738,0.028458,0.126299,0.563003,0.199523,0.176802,0.023066,0.815451,0.152922,0.579057,0.805711,0.445142,0.557946,0.273047,0.068466,265553.64
1,0.635856,0.4072,0.426501,0.446562,0.195779,0.320278,0.094076,0.465517,0.309524,0.693694,0.31746,0.318841,0.349398,0.561877,0.601542,0.709861,0.311441,0.079472,0.099408,0.395364,0.123229,0,1,0.543167,0.181216,0.399591,0.485732,0.172099,0.225405,0.003805,0.158741,0.384615,0.888888,0.168377,0.310345,0.063506,0.128908,0.59688,0.012321,0.143726,0.239601,0.437395,0.764558,0.039922,0.31538,0.29777,0.195558,0.340142,0.852758,0.64312,0.269621,0.160046,0.141409,0.604463,0.255162,0.18302,0.091295,0.229359,0.291753,0.42096,0.285012,0.02755,0.359968,0.042566,0.123045,0.442512,0.295419,0.16266,0.039936,0.829387,0.226195,0.7164,0.819181,0.418989,0.4591,0.40149,0.15776,310527.4875
1,0.547882,0.418881,0.386961,0.388877,0.168542,0.19123,0.142275,0.5,0.642857,0.315315,1,1,0.759036,0.470459,0.741276,0.776055,0.620349,0.438937,0.576605,0.372879,0.090249,0,1,0.448862,0.289366,0.409033,0.606588,0.158098,0.182717,0.003805,0.647643,0.487179,0.999999,0.686545,1,0.204872,0.139577,0.497566,0.064216,0.317859,0.606182,0.397612,0.75953,0.354604,0.199636,0.275772,0.125859,0.532514,0.657796,0.821723,0.788793,0.063535,0.567276,0.70799,0.180601,0.320661,0.450916,0.332409,0.292995,0.371053,0.290931,0.032484,0.473072,0.036145,0.126991,0.558219,0.222001,0.162992,0.032003,0.818273,0.161199,0.642339,0.805673,0.487671,0.410875,0.319993,0.104646,611496.4235
1,0.664288,0.39556,0.447524,0.417882,0.266485,0.346216,0.082815,0.431034,0.380952,0.684685,0.190476,0.246377,0.301205,0.372187,0.392571,0.607156,0.335808,0.111329,0.017519,0.411593,0.184103,0,1,0.50364,0.178504,0.419632,0.575652,0.210526,0.341594,0.024438,0.158955,0.333333,0.968253,0.168056,0.189655,0.150699,0.192814,0.373368,0.040358,0.079139,0.317714,0.458387,0.773936,0.039973,0.361283,0.301361,0.197583,0.315437,0.908951,0.748557,0.197867,0.134444,0.160252,0.388849,0.299441,0.321864,0.140074,0.231352,0.126114,0.43644,0.234677,0.048051,0.288756,0.047299,0.230309,0.300708,0.445995,0.32038,0.033379,0.669693,0.410486,0.694055,0.659821,0.289029,0.472916,0.500755,0.205643,313809.6311
1,0.593962,0.457434,0.53076,0.378609,0.29729,0.158123,0.022739,0.310345,0.642857,0.702703,0.936508,1,0.951807,0.211603,0,0.412628,0.378903,0.38241,0.467227,0.452281,0.160447,0,1,0.666924,0.162356,0.455973,0.734832,0.126799,0.278508,0.003805,0.187056,0.538462,0.888888,0.19343,0.758621,0.416384,0.224293,0.201154,0.186379,0.27079,0.382045,0.541861,0.698404,0.045119,0.152816,0.146737,0.192707,0.644305,0.582746,0.539165,0.816261,0.025177,0.121553,0,0.382152,0.350846,0.412958,0.296957,0.26563,0.475382,0.124532,0.061198,0.333599,0.016198,0.090344,0.497036,0.289914,0.115422,0.012295,0.856447,0.204836,0.754112,0.845496,0.476461,0.512345,0.41826,0.173958,508635.7531
0,0.45692,0.355081,0.395815,0.402196,0.368268,0.193836,0.341995,0.5,0.642857,0.387387,1,1,0.686747,0.316207,0.118358,0.527752,0.143606,0.175865,0.135824,0.301766,0.223316,0,1,0.75857,0.442014,0.353275,0.740092,0.487984,0.37595,0.003805,0.57674,0.487179,0.999999,0.624527,1,0.556532,0.316748,0.30271,0.320289,0.055026,0.143629,0.350823,0.475974,0.12892,0.313431,0.276237,0.471298,0.396133,0.872995,0.728612,0.690501,0.101971,0.620087,0.146114,0.581299,0.405902,0.18344,0.121966,0.045135,0.287935,0.13169,0.084504,0.221557,0.12256,0.397926,0.172159,0.632642,0.497925,0.098365,0.482029,0.618178,0.670564,0.466855,0.145997,0.320818,0.632476,0.269646,462155.9622
1,0.672228,0.386156,0.368313,0.505519,0.239229,0.33503,0.146949,0.534483,0.404762,0.684685,0.555556,0.536232,0.831325,0.574039,0.529028,0.702229,0.239847,0.163258,0.183217,0.350463,0.146667,0,1,0.494596,0.286396,0.376033,0.719531,0.280786,0.266018,0.000829,0.272455,0.512821,0.999999,0.268293,0.637931,0.23822,0.227763,0.567946,0.079536,0.119442,0.229924,0.380451,0.682244,0.075031,0.330499,0.24551,0.297626,0.434705,0.871005,0.634133,0.52272,0.169235,0.229172,0.54464,0.422806,0.378085,0.169557,0.221732,0.126102,0.355925,0.277862,0.045063,0.316422,0.051693,0.214225,0.34161,0.426764,0.276828,0.040481,0.692035,0.386613,0.699935,0.675932,0.399855,0.392986,0.500635,0.185141,330823.0308
1,0.718374,0.503773,0.571091,0.66597,0.348398,0.400319,0.141989,0.655172,0.642857,0.585586,0.904762,1,0.795181,0.48665,0.292599,0.385516,0.124914,0.079421,0.087727,0.504728,0.224307,0,1,0.419172,0.149446,0.501178,0.519034,0.196252,0.367515,0.000829,0.243929,0.666667,0.968253,0.243807,0.793103,0.066564,0.460978,0.480624,0.014111,0.18319,0.112809,0.574836,0.765977,0.039585,0.399539,0.365563,0.182265,0.620298,0.64106,0.738688,0.745253,0.168158,0.249018,0.310725,0.290855,0.514602,0.087789,0.240303,0.231979,0.535937,0.195713,0.068966,0.220568,0.029919,0.134456,0.262658,0.448332,0.177133,0.023929,0.798931,0.357355,0.827021,0.786441,0.15681,0.568298,0.58137,0.270918,418611.5595
0,0.609215,0.545798,0.573836,0.427044,0.114412,0.173686,0.107825,0.517241,0.380952,0.315315,0.222222,0.246377,0.337349,0.373936,0.194957,0.253684,0.352031,0.251197,0.222441,0.548715,0.074547,0,0.987952,0.408612,0.242165,0.54369,0.622293,0.283924,0.169045,0.003805,0.647643,0.435897,0.999999,0.681243,0.224138,0.475003,0.701994,0.363392,0.29833,0.177322,0.344133,0.575301,0.571628,0.063243,0.176506,0.208526,0.283936,0.428744,0.89259,0.760796,0.214432,0.24193,0.688771,0.185466,0.008749,0.822943,0.2948,0.636689,0.187112,0.546551,0.200754,0.015429,0.537464,0.03215,0.115536,0.571905,0.213376,0.169008,0.028495,0.83969,0.157461,0.62049,0.832679,0.531331,0.584458,0.292895,0.083318,309590.1597
0,0.544744,0.231451,0.239762,0.267931,0.295204,0.521534,0.187046,0.224138,0.190476,0.315315,0.174603,0.246377,0.337349,0.651867,0.548873,0.629121,0.174392,0.109862,0.048132,0.220489,0.261417,0,1,0.506369,0.277543,0.247905,0.529044,0.286134,0.403588,0.003805,0.505829,0.25641,0.999999,0.561171,0.224138,0.124622,0.312668,0.646668,0.030752,0.065288,0.164142,0.260971,0.837656,0.065608,0.521235,0.423796,0.26716,0.226,0.566456,0.649667,0.234168,0.241431,0.456471,0.559824,0.46411,0.446766,0.114004,0.280346,0.102551,0.250652,0.324948,0.104224,0.177548,0.04476,0.219807,0.19726,0.567173,0.273918,0.031685,0.671976,0.487047,0.823117,0.65336,0.141618,0.280241,0.676805,0.327959,514501.1392
0,0.620648,0.676831,0.534025,0.356897,0.227264,0.473999,0.25861,0.431034,0.428571,0.171171,0.412698,0.391304,0.481928,0.66738,0.408485,0.071965,0.178524,0.130576,0.337254,0.600794,0.206387,0,1,0.264376,0.45372,0.681688,0.595477,0.700725,0.32992,0.003805,0.789181,0.538462,0.787879,0.812234,0.465517,0.43356,0.78673,0.655494,0.327499,0.210595,0.173429,0.565704,0.828827,0.105703,0.434117,0.517845,0.448196,0.500168,0.806181,0.530962,0.426323,0.196998,0.729934,0.442554,0.432111,0.816226,0.141072,0.228321,0.155328,0.524525,0.249632,0.083308,0.212123,0.014471,0.098384,0.295708,0.456243,0.130436,0.009488,0.843668,0.347177,0.865274,0.832631,0.261277,0.556914,0.61443,0.281275,454810.1457
